,cmte_id,cmte_nm,name,file_year,other_id,sum
602,C00079541,NARAL PRO-CHOICE AMERICA PAC,KUSTER FOR CONGRESS,2022,C00462861,2000.0
603,C00079541,NARAL PRO-CHOICE AMERICA PAC,JACKIE SPEIER FOR CONGRESS,2012,C00443705,2000.0
604,C90021064,NARAL PRO-CHOICE MISSOURI,ALL MAIL USA,2020,H0MO02254,1876.0
605,C70002761,NARAL PRO-CHOICE AMERICA,,2010,S0CO00237,1802.0
606,C90004185,NARAL PRO-CHOICE AMERICA,STRATEGIES FOR CHANGE GROUP,2020,S4NC00162,1702.0
607,C70002761,NARAL PRO-CHOICE AMERICA,,2010,S0NV00138,1535.0
608,C70002761,NARAL PRO-CHOICE AMERICA,,2010,H8MI07096,1535.0
609,C00079541,NARAL PRO-CHOICE AMERICA PAC,TERRI SEWELL FOR CONGRESS,2014,C00458976,1500.0
610,C00079541,NARAL PRO-CHOICE AMERICA PAC,KEITH ELLISON FOR CONGRESS,2014,C00422410,1500.0
611,C00079541,NARAL PRO-CHOICE AMERICA PAC,THE MARKEY COMMITTEE,2020,C00175059,1500.0
612,C70002761,NARAL PRO-CHOICE AMERICA,,2012,H6IL06141,1452.0
613,C70002761,NARAL PRO-CHOICE AMERICA,,2012,H2FL22072,1452.0
614,C70002761,NARAL PRO-CHOICE AMERICA,,2012,H2IA04117,1452.0
615,C70002761,NARAL PRO-CHOICE AMERICA,,2012,H2IA05072,1452.0
616,C70002761,NARAL PRO-CHOICE AMERICA,,2012,H0IL08090,1452.0
617,C70002761,NARAL PRO-CHOICE AMERICA,,2012,S6OH00163,1452.0
618,C90004185,NARAL PRO-CHOICE AMERICA,"ROPE LINE MEDIA, LLC",2020,S0SC00149,1200.0
619,C90004185,NARAL PRO-CHOICE AMERICA,"ROPE LINE MEDIA, LLC",2020,S4NC00162,1200.0
620,C90004185,NARAL PRO-CHOICE AMERICA,"ROPE LINE MEDIA, LLC",2020,S4CO00395,1200.0
621,C90004185,NARAL PRO-CHOICE AMERICA,"ROPE LINE MEDIA, LLC",2020,S4IA00129,1200.0
622,C90004185,NARAL PRO-CHOICE AMERICA,"ROPE LINE MEDIA, LLC",2020,S2TX00106,1200.0
623,C00079541,NARAL PRO-CHOICE AMERICA PAC,QUINN NYSTROM FOR CONGRESS,2020,C00721498,1123.0
624,C90004185,NARAL PRO-CHOICE AMERICA,CONTROL POINT GROUP,2016,P60003670,1080.0
625,C00401455,NARAL PRO-CHOICE WASHINGTON STAND UP FOR A PRO-CHOICE FUTURE,NARAL PRO-CHOICE WASHINGTON STAND,2010,S2WA00189,1036.0
626,C00079541,NARAL PRO-CHOICE AMERICA PAC,JON HOADLEY FOR CONGRESS,2020,C00701599,1034.0
627,C00079541,NARAL PRO-CHOICE AMERICA PAC,NADLER FOR CONGRESS,2020,C00290825,1013.0
628,C00079541,NARAL PRO-CHOICE AMERICA PAC,SCHAKOWSKY FOR CONGRESS,2020,C00327023,1013.0
629,C90021064,NARAL PRO-CHOICE MISSOURI,THE INK SPOT INC,2020,H0MO02254,1010.0
630,C70002761,NARAL PRO-CHOICE AMERICA,,2016,P80003478,1002.0
631,C00079541,NARAL PRO-CHOICE AMERICA PAC,ALEX PADILLA FOR SENATE,2022,C00765164,1000.0
632,C00079541,NARAL PRO-CHOICE AMERICA PAC,MONICA TRANEL FOR MONTANA,2022,C00783696,1000.0
633,C00079541,NARAL PRO-CHOICE AMERICA PAC,MORGAN MCGARVEY FOR CONGRESS,2022,C00791392,1000.0
634,C00079541,NARAL PRO-CHOICE AMERICA PAC,BILL FOSTER FOR CONGRESS,2022,C00435099,1000.0
635,C00079541,NARAL PRO-CHOICE AMERICA PAC,DELGADO FOR CONGRESS,2022,C00633859,1000.0
636,C00079541,NARAL PRO-CHOICE AMERICA PAC,VAN HOLLEN FOR SENATE,2022,C00573758,1000.0
637,C00079541,NARAL PRO-CHOICE AMERICA PAC,DR. ANNIE ANDREWS FOR CONGRESS,2022,C00793638,1000.0
638,C00079541,NARAL PRO-CHOICE AMERICA PAC,KIM MYERS FOR CONGRESS,2016,C00610642,1000.0
639,C00079541,NARAL PRO-CHOICE AMERICA PAC,DANIELS FOR CONGRESS,2022,C00811174,1000.0
640,C00079541,NARAL PRO-CHOICE AMERICA PAC,EHASZ FOR CONGRESS,2022,C00791335,1000.0
641,C00079541,NARAL PRO-CHOICE AMERICA PAC,ELECT CAROLYN LONG,2020,C00660472,1000.0
642,C00079541,NARAL PRO-CHOICE AMERICA PAC,KEVIN MULLIN FOR CONGRESS,2022,C00795005,1000.0
643,C00079541,NARAL PRO-CHOICE AMERICA PAC,SYLVIA GARCIA FOR CONGRESS,2022,C00660555,1000.0
644,C00079541,NARAL PRO-CHOICE AMERICA PAC,DEFAZIO FOR CONGRESS,2020,C00215905,1000.0
645,C00079541,NARAL PRO-CHOICE AMERICA PAC,LORI TRAHAN FOR CONGRESS COMMITTEE,2020,C00655647,1000.0
646,C00079541,NARAL PRO-CHOICE AMERICA PAC,NIKEMA FOR CONGRESS,2020,C00752584,1000.0
647,C00079541,NARAL PRO-CHOICE AMERICA PAC,SIMA FOR TEXAS,2020,C00730408,1000.0
648,C00079541,NARAL PRO-CHOICE AMERICA PAC,NIKEMA FOR CONGRESS,2022,C00752584,1000.0
649,C00079541,NARAL PRO-CHOICE AMERICA PAC,ALYSE FOR ALASKA,2020,C00665711,1000.0
650,C00079541,NARAL PRO-CHOICE AMERICA PAC,KATHERINE CLARK FOR CONGRESS,2020,C00541888,1000.0
651,C00079541,NARAL PRO-CHOICE AMERICA PAC,SEAN MELOY FOR CONGRESS,2022,C00793612,1000.0
652,C00079541,NARAL PRO-CHOICE AMERICA PAC,TOKUDA FOR HAWAII,2022,C00813758,1000.0
653,C00079541,NARAL PRO-CHOICE AMERICA PAC,SUOZZI 2016,2016,C00607200,1000.0
654,C00079541,NARAL PRO-CHOICE AMERICA PAC,GRETCHEN DRISKELL FOR CONGRESS,2016,C00572859,1000.0
655,C00079541,NARAL PRO-CHOICE AMERICA PAC,SUMMER LEE FOR CONGRESS,2022,C00791780,1000.0
656,C00079541,NARAL PRO-CHOICE AMERICA PAC,WYDEN FOR SENATE,2022,C00308676,1000.0
657,C00079541,NARAL PRO-CHOICE AMERICA PAC,KATHERINE CLARK FOR CONGRESS,2014,C00541888,1000.0
658,C00079541,NARAL PRO-CHOICE AMERICA PAC,KARA EASTMAN FOR CONGRESS,2020,C00639310,1000.0
659,C00079541,NARAL PRO-CHOICE AMERICA PAC,ZEPHYR TEACHOUT FOR CONGRESS,2016,C00608174,1000.0
660,C00079541,NARAL PRO-CHOICE AMERICA PAC,STEPHEN DANIEL FOR CONGRESS,2020,C00711739,1000.0
661,C00079541,NARAL PRO-CHOICE AMERICA PAC,PEOPLE FOR PATTY MURRAY,2012,C00257642,1000.0
662,C00079541,NARAL PRO-CHOICE AMERICA PAC,JUDY CHU FOR CONGRESS,2020,C00458125,1000.0
663,C00079541,NARAL PRO-CHOICE AMERICA PAC,WELCH FOR VERMONT,2022,C00795252,1000.0
664,C00079541,NARAL PRO-CHOICE AMERICA PAC,BOWMAN FOR CONGRESS,2020,C00709196,1000.0
665,C00079541,NARAL PRO-CHOICE AMERICA PAC,MIKE SIEGEL FOR CONGRESS,2020,C00662668,1000.0
666,C00079541,NARAL PRO-CHOICE AMERICA PAC,JAMES MACKLER FOR US SENATE,2020,C00637850,1000.0
667,C00079541,NARAL PRO-CHOICE AMERICA PAC,GIVING WILLINGLY EMPOWERING NATIONALLY (GWEN) PAC,2020,C00431478,1000.0
668,C00079541,NARAL PRO-CHOICE AMERICA PAC,BRYAN CAFORIO FOR CONGRESS,2016,C00597724,1000.0
669,C00079541,NARAL PRO-CHOICE AMERICA PAC,BARBARA LEE FOR CONGRESS,2020,C00541888,1000.0
670,C00079541,NARAL PRO-CHOICE AMERICA PAC,BECCA BALINT FOR VERMONT,2022,C00797175,1000.0
671,C00079541,NARAL PRO-CHOICE AMERICA PAC,BENNET FOR COLORADO,2014,C00458398,1000.0
672,C00079541,NARAL PRO-CHOICE AMERICA PAC,BRYNNE KENNEDY FOR CONGRESS,2020,C00704650,1000.0
673,C00079541,NARAL PRO-CHOICE AMERICA PAC,ROBERT GARCIA FOR CONGRESS,2022,C00797795,1000.0
674,C00079541,NARAL PRO-CHOICE AMERICA PAC,ERICA FOR US,2022,C00696104,1000.0
675,C00079541,NARAL PRO-CHOICE AMERICA PAC,FRIENDS OF DANA BALTER,2020,C00655183,1000.0
676,C00079541,NARAL PRO-CHOICE AMERICA PAC,ERIN BILBRAY FOR CONGRESS,2014,C00546390,1000.0
677,C00079541,NARAL PRO-CHOICE AMERICA PAC,COLLEEN DEACON FOR CONGRESS,2016,C00588483,1000.0
678,C00079541,NARAL PRO-CHOICE AMERICA PAC,FOUSHEE FOR CONGRESS,2022,C00794727,1000.0
679,C00079541,NARAL PRO-CHOICE AMERICA PAC,COHN FOR CONGRESS 2020,2020,C00718650,1000.0
680,C00079541,NARAL PRO-CHOICE AMERICA PAC,FRIENDS OF ANNA THRONE-HOLST,2016,C00578401,1000.0
681,C00079541,NARAL PRO-CHOICE AMERICA PAC,MAXWELL ALEJANDRO FROST FOR CONGRESS,2022,C00786822,1000.0
682,C00079541,NARAL PRO-CHOICE AMERICA PAC,CHRISSY HOULAHAN FOR CONGRESS,2020,C00637371,1000.0
683,C00079541,NARAL PRO-CHOICE AMERICA PAC,CHRIS BUBSER FOR CONGRESS,2020,C00701284,1000.0
684,C00079541,NARAL PRO-CHOICE AMERICA PAC,MARC VEASEY CONGRESSIONAL CAMPAIGN COMMITTEE,2016,C00506832,1000.0
685,C00079541,NARAL PRO-CHOICE AMERICA PAC,GIFFORDS FOR CONGRESS,2012,C00417618,1000.0
686,C00079541,NARAL PRO-CHOICE AMERICA PAC,JASMINE FOR US,2022,C00795450,1000.0
687,C00079541,NARAL PRO-CHOICE AMERICA PAC,MONDAIRE FOR CONGRESS,2020,C00711150,1000.0
688,C00079541,NARAL PRO-CHOICE AMERICA PAC,DAN PASTORE FOR CONGRESS,2022,C00799130,1000.0
689,C00079541,NARAL PRO-CHOICE AMERICA PAC,UNITED WITH DELIA FOR CONGRESS,2022,C00796672,1000.0
690,C00079541,NARAL PRO-CHOICE AMERICA PAC,PRAMILA FOR CONGRESS,2020,C00605592,1000.0
691,C00079541,NARAL PRO-CHOICE AMERICA PAC,FRIENDS OF DESIREE TIMS,2020,C00713743,1000.0
692,C00079541,NARAL PRO-CHOICE AMERICA PAC,HOYER FOR CONGRESS,2020,C00140715,1000.0
693,C00079541,NARAL PRO-CHOICE AMERICA PAC,BARBARA LEE FOR CONGRESS,2022,C00331769,1000.0
694,C00079541,NARAL PRO-CHOICE AMERICA PAC,JUDY CHU FOR CONGRESS,2022,C00458125,1000.0
695,C00079541,NARAL PRO-CHOICE AMERICA PAC,ANN ROE FOR CONGRESS,2022,C00784587,1000.0
696,C00079541,NARAL PRO-CHOICE AMERICA PAC,FRIENDS OF LOIS CAPPS,2014,C00331389,1000.0
697,C90021064,NARAL PRO-CHOICE MISSOURI,ALL MAIL USA,2020,H0MO04235,938.0
698,C00401455,NARAL PRO-CHOICE WASHINGTON STAND UP FOR A PRO-CHOICE FUTURE,"MURRAY, PATTY",2010,C00257642,800.0
699,C70002761,NARAL PRO-CHOICE AMERICA,,2012,H2AZ08094,764.0
700,C00079541,NARAL PRO-CHOICE AMERICA PAC,MARK KELLEY FOR SENATE,2020,C00696526,603.0
701,C70002761,NARAL PRO-CHOICE AMERICA,,2010,H6CA24113,550.0
702,C70002761,NARAL PRO-CHOICE AMERICA,,2010,H0CA10149,550.0
703,C70002761,NARAL PRO-CHOICE AMERICA,,2010,H0CA15148,550.0
704,C70002761,NARAL PRO-CHOICE AMERICA,,2010,H0CA33117,550.0
705,C70002761,NARAL PRO-CHOICE AMERICA,,2010,H0CA45053,550.0
706,C70002761,NARAL PRO-CHOICE AMERICA,,2010,H0CA48131,550.0
707,C70002761,NARAL PRO-CHOICE AMERICA,,2010,H0CA49055,550.0
708,C70002761,NARAL PRO-CHOICE AMERICA,,2010,H2CA01045,550.0
709,C70002761,NARAL PRO-CHOICE AMERICA,,2010,H2CA26026,550.0
710,C70002761,NARAL PRO-CHOICE AMERICA,,2010,H2CA27107,550.0
711,C70002761,NARAL PRO-CHOICE AMERICA,,2010,H2CA33048,550.0
712,C70002761,NARAL PRO-CHOICE AMERICA,,2010,H2CA39078,550.0
713,C70002761,NARAL PRO-CHOICE AMERICA,,2010,H2CA50034,550.0
714,C70002761,NARAL PRO-CHOICE AMERICA,,2010,H4CA11081,550.0
715,C70002761,NARAL PRO-CHOICE AMERICA,,2010,H4CA16049,550.0
716,C70002761,NARAL PRO-CHOICE AMERICA,,2010,H4CA17021,550.0
717,C70002761,NARAL PRO-CHOICE AMERICA,,2010,H4CA23011,550.0
718,C70002761,NARAL PRO-CHOICE AMERICA,,2010,H4CA50055,550.0
719,C70002761,NARAL PRO-CHOICE AMERICA,,2010,H6CA05195,550.0
720,C70002761,NARAL PRO-CHOICE AMERICA,,2010,H6CA07043,550.0
721,C70002761,NARAL PRO-CHOICE AMERICA,,2010,H6CA09023,550.0
722,C70002761,NARAL PRO-CHOICE AMERICA,,2010,H6CA46033,550.0
723,C70002761,NARAL PRO-CHOICE AMERICA,,2010,H8CA01109,550.0
724,C70002761,NARAL PRO-CHOICE AMERICA,,2010,H8CA05035,550.0
725,C70002761,NARAL PRO-CHOICE AMERICA,,2010,H8CA09060,550.0
726,C70002761,NARAL PRO-CHOICE AMERICA,,2010,H8CA12098,550.0
727,C70002761,NARAL PRO-CHOICE AMERICA,,2010,H8CA12171,550.0
728,C70002761,NARAL PRO-CHOICE AMERICA,,2010,H8CA22089,550.0
729,C70002761,NARAL PRO-CHOICE AMERICA,,2010,H8CA34068,550.0
730,C70002761,NARAL PRO-CHOICE AMERICA,,2010,H8CA37137,550.0
731,C70002761,NARAL PRO-CHOICE AMERICA,,2010,H8CA44091,550.0
732,C70002761,NARAL PRO-CHOICE AMERICA,,2014,S4KY00091,535.0
733,C70002761,NARAL PRO-CHOICE AMERICA,,2014,S2KY00012,535.0
734,C90021064,NARAL PRO-CHOICE MISSOURI,THE INK SPOT INC.,2020,H0MO04235,505.0
735,C00079541,NARAL PRO-CHOICE AMERICA PAC,RO FOR CONGRESS INC,2020,C00503185,500.0
736,C00079541,NARAL PRO-CHOICE AMERICA PAC,MIKE HONDA FOR CONGRESS,2016,C00351379,500.0
737,C00079541,NARAL PRO-CHOICE AMERICA PAC,PAC FOR A CHANGE,2016,C00342048,500.0
738,C00079541,NARAL PRO-CHOICE AMERICA PAC,CONGRESSIONAL BLACK CAUCUS PAC,2016,C00147512,500.0
739,C00401455,NARAL PRO-CHOICE WASHINGTON STAND UP FOR A PRO-CHOICE FUTURE,MURRAY VICTORY 2010,2010,C00468744,450.0
740,C00401455,NARAL PRO-CHOICE WASHINGTON STAND UP FOR A PRO-CHOICE FUTURE,NARAL PRO-CHOICE WASHINGTON STAND,2010,H2WA04090,407.0
741,C70002761,NARAL PRO-CHOICE AMERICA,,2010,H6CA34112,331.0
742,C90004185,NARAL PRO-CHOICE AMERICA,THREE POINT MEDIA,2020,H8IL03102,303.0
743,C00401455,NARAL PRO-CHOICE WASHINGTON STAND UP FOR A PRO-CHOICE FUTURE,FRIENDS FOR JIM MCDERMOTT,2010,C00223073,300.0
744,C70002761,NARAL PRO-CHOICE AMERICA,,2010,S6DE00131,267.0
745,C00401455,NARAL PRO-CHOICE WASHINGTON STAND UP FOR A PRO-CHOICE FUTURE,PEOPLE FOR PATTY MURRAY,2010,C00257642,250.0
746,C70002761,NARAL PRO-CHOICE AMERICA,,2014,S4IA00087,228.0
747,C70002761,NARAL PRO-CHOICE AMERICA,,2010,S0PA00434,228.0
748,C00401455,NARAL PRO-CHOICE WASHINGTON STAND UP FOR A PRO-CHOICE FUTURE,NARAL PRO-CHOICE WASHINGTON STAND,2010,H0WA03161,225.0
749,C00401455,NARAL PRO-CHOICE WASHINGTON STAND UP FOR A PRO-CHOICE FUTURE,NARAL PRO-CHOICE WASHINGTON STAND,2010,H0WA02080,224.0
750,C90021064,NARAL PRO-CHOICE MISSOURI,"LEVI, JOSH",2020,H0MO02254,222.0
751,C00079541,NARAL PRO-CHOICE AMERICA PAC,JON OSSOFF FOR SENATE,2022,C00718866,210.0
752,C70002761,NARAL PRO-CHOICE AMERICA,,2010,S0CO00211,192.0
753,C70002761,NARAL PRO-CHOICE AMERICA,,2010,H0AZ03362,191.0
754,C70002761,NARAL PRO-CHOICE AMERICA,,2014,S4NJ00185,186.0
755,C70002761,NARAL PRO-CHOICE AMERICA,,2014,S4MI00355,183.0
756,C70002761,NARAL PRO-CHOICE AMERICA,,2010,S0IL00204,148.0
757,C70002761,NARAL PRO-CHOICE AMERICA,,2012,S2NV00209,148.0
758,C70002761,NARAL PRO-CHOICE AMERICA,,2010,S0FL00312,137.0
759,C00401455,NARAL PRO-CHOICE WASHINGTON STAND UP FOR A PRO-CHOICE FUTURE,NARAL PRO-CHOICE WASHINGTON STAND,2010,H6WA09025,126.0
760,C70002761,NARAL PRO-CHOICE AMERICA,,2014,S8MN00438,121.0
761,C90021064,NARAL PRO-CHOICE MISSOURI,"LEVI, JOSH",2020,H0MO04235,111.0
762,C70002761,NARAL PRO-CHOICE AMERICA,,2012,S2NM00088,109.0
763,C70002761,NARAL PRO-CHOICE AMERICA,,2012,H2NY00036,109.0
764,C00079541,NARAL PRO-CHOICE AMERICA PAC,AMMAR CAMPA-NAJJAR FOR CONGRESS,2020,C00635888,108.0
765,C00401455,NARAL PRO-CHOICE WASHINGTON STAND UP FOR A PRO-CHOICE FUTURE,FRIENDS FOR JIM MCDERMOTT,2012,C00223073,100.0
766,C70002761,NARAL PRO-CHOICE AMERICA,,2014,S8CO00172,78.0
767,C70002761,NARAL PRO-CHOICE AMERICA,,2010,S4PA00121,76.0
768,C70002761,NARAL PRO-CHOICE AMERICA,,2010,S0NH00235,76.0
769,C70002761,NARAL PRO-CHOICE AMERICA,,2014,H2AZ08094,70.0
770,C00079541,NARAL PRO-CHOICE AMERICA PAC,ALYCE FOR ALASKA,2020,C00665711,68.0
771,C70002761,NARAL PRO-CHOICE AMERICA,,2014,S8NM00184,57.0
772,C00079541,NARAL PRO-CHOICE AMERICA PAC,PETE AGUILAR FOR CONGRESS,2020,C00510461,54.0
773,C00401455,NARAL PRO-CHOICE WASHINGTON STAND UP FOR A PRO-CHOICE FUTURE,NARAL PRO-CHOICE WASHINGTON STAND,2010,H0WA08046,52.0
774,C00079541,NARAL PRO-CHOICE AMERICA PAC,SWALWELL FOR CONGRESS,2020,C00502294,50.0
775,C70002761,NARAL PRO-CHOICE AMERICA,,2012,H2NY17071,39.0
776,C70002761,NARAL PRO-CHOICE AMERICA,,2012,H6CO01141,39.0
777,C70002761,NARAL PRO-CHOICE AMERICA,,2012,H6CA24048,39.0
778,C70002761,NARAL PRO-CHOICE AMERICA,,2012,H4WI04183,39.0
779,C70002761,NARAL PRO-CHOICE AMERICA,,2012,H4FL20023,39.0
780,C70002761,NARAL PRO-CHOICE AMERICA,,2012,H2NY14037,39.0
781,C70002761,NARAL PRO-CHOICE AMERICA,,2012,H6MD04183,39.0
782,C70002761,NARAL PRO-CHOICE AMERICA,,2012,H8NY20056,39.0
783,C70002761,NARAL PRO-CHOICE AMERICA,,2012,H2MD05155,39.0
784,C70002761,NARAL PRO-CHOICE AMERICA,,2012,H6NY03031,39.0
785,C70002761,NARAL PRO-CHOICE AMERICA,,2012,H0NY02085,39.0
786,C70002761,NARAL PRO-CHOICE AMERICA,,2012,H0IL05096,39.0
787,C70002761,NARAL PRO-CHOICE AMERICA,,2012,H0CT03072,39.0
788,C70002761,NARAL PRO-CHOICE AMERICA,,2012,H0CA32101,39.0
789,C70002761,NARAL PRO-CHOICE AMERICA,,2012,H8CA05035,39.0
790,C70002761,NARAL PRO-CHOICE AMERICA,,2012,H8CA09060,39.0
791,C70002761,NARAL PRO-CHOICE AMERICA,,2012,H8CA12171,39.0
792,C70002761,NARAL PRO-CHOICE AMERICA,,2012,H8CA22089,39.0
793,C70002761,NARAL PRO-CHOICE AMERICA,,2012,S2WI00219,39.0
794,C70002761,NARAL PRO-CHOICE AMERICA,,2012,H8IL09067,39.0
795,C70002761,NARAL PRO-CHOICE AMERICA,,2012,H8NY07046,39.0
796,C00079541,NARAL PRO-CHOICE AMERICA PAC,TJ COX FOR CONGRESS,2020,C00648956,34.0
797,C00079541,NARAL PRO-CHOICE AMERICA PAC,MAD 4 PA PAC,2020,C00670844,34.0
798,C00079541,NARAL PRO-CHOICE AMERICA PAC,DEAN PHILLIPS FOR CONGRESS,2020,C00640714,34.0
799,C00079541,NARAL PRO-CHOICE AMERICA PAC,MARK POCAN FOR CONGRESS,2020,C00502179,34.0
800,C00079541,NARAL PRO-CHOICE AMERICA PAC,MOORE FOR CONGRESS,2020,C00397505,34.0
801,C90004185,NARAL PRO-CHOICE AMERICA,FACEBOOK,2016,P00003392,30.0
802,C70002761,NARAL PRO-CHOICE AMERICA,,2010,H6CA24048,2.0
803,C70002761,NARAL PRO-CHOICE AMERICA,,2010,H0CA32101,2.0
804,C70002761,NARAL PRO-CHOICE AMERICA,,2010,H0CA27085,2.0
805,C70002761,NARAL PRO-CHOICE AMERICA,,2010,H2CA30143,2.0
806,C00079541,NARAL PRO-CHOICE AMERICA PAC,ALL FOR OUR COUNTRY LEADERSHIP PAC,2020,C00629212,0.0
807,C00079541,NARAL PRO-CHOICE AMERICA PAC,CONNIE SALTONSTALL FOR CONGRESS,2010,C00478842,0.0
808,C00079541,NARAL PRO-CHOICE AMERICA PAC,BERMAN FOR CONGRESS,2014,C00147686,-500.0
809,C00079541,NARAL PRO-CHOICE AMERICA PAC,TIM BISHOP FOR CONGRESS,2014,C00375618,-2500.0
810,C00079541,NARAL PRO-CHOICE AMERICA PAC,MCNERNEY FOR CONGRESS,2014,C00398644,-5000.0
811,C00079541,NARAL PRO-CHOICE AMERICA PAC,FRIENDS OF JEANNE SHAHEEN,2016,C00457325,-5000.0
812,C00079541,NARAL PRO-CHOICE AMERICA PAC,MARTHA COAKLEY FOR SENATE COMMITTEE,2014,C00466573,-5000.0
813,C00079541,NARAL PRO-CHOICE AMERICA PAC,ALISON FOR KENTUCKY,2016,C00547083,-5000.0
814,C70005129,NARAL PRO-CHOICE MINNESOTA,,2014,,
815,C70005129,NARAL PRO-CHOICE MINNESOTA,,2016,,
816,C90015306,NARAL PROCHOICE COLORADO IE COMMITTEE,,2018,,
817,C70005129,NARAL PRO-CHOICE MINNESOTA,,2018,,
818,C90015306,NARAL PROCHOICE COLORADO IE COMMITTEE,,2016,,
819,C70004213,NARAL PRO-CHOICE MASSACHUSETTS,,2018,,
820,C00401455,NARAL PRO-CHOICE WASHINGTON STAND UP FOR A PRO-CHOICE FUTURE,,2016,,
821,C00401455,NARAL PRO-CHOICE WASHINGTON STAND UP FOR A PRO-CHOICE FUTURE,,2014,,
822,C70004213,NARAL PRO-CHOICE MASSACHUSETTS,,2016,,
823,C70003892,NARAL PRO-CHOICE NEW HAMPSHIRE,,2016,,
824,C90021064,NARAL PRO-CHOICE MISSOURI,,2022,,
825,C70005129,NARAL PRO-CHOICE MINNESOTA,,2010,,
826,C70003892,NARAL PRO-CHOICE NEW HAMPSHIRE,,2018,,
827,C70005129,NARAL PRO-CHOICE MINNESOTA,,2012,,
828,C70002761,NARAL PRO-CHOICE AMERICA,,2018,,
829,C00079541,NARAL PRO-CHOICE AMERICA PAC,,2018,,
830,C70004213,NARAL PRO-CHOICE MASSACHUSETTS,,2020,,
831,C90004185,NARAL PRO-CHOICE AMERICA,,2018,,
