,cmte_id,cmte_nm,name,other_id,sum
630,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8IL14174,8.0
631,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8KS03155,8.0
632,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8LA02054,8.0
633,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8MA02116,8.0
634,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8MA03106,8.0
635,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8MA07032,8.0
636,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8MD03165,8.0
637,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8ME01120,8.0
638,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8ME02185,8.0
639,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8MI08102,8.0
640,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8MI09118,8.0
641,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8MI11254,8.0
642,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8MI13250,8.0
643,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8MN01279,8.0
644,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8MN03143,8.0
645,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8MN05239,8.0
646,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8MN08043,8.0
647,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8MT01232,8.0
648,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8NC13067,8.0
649,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8NE02220,8.0
650,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8NH01210,8.0
651,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8NH02275,8.0
652,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8NJ02166,8.0
653,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8NJ03073,8.0
654,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8NJ03206,8.0
655,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8NJ04014,8.0
656,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8NJ07223,8.0
657,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8NM01331,8.0
658,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8NM02156,8.0
659,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8NM02248,8.0
660,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8NV01261,8.0
661,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8NV03036,8.0
662,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8NY01148,8.0
663,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8NY06048,8.0
664,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8NY11113,8.0
665,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8NY15148,8.0
666,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8NY19181,8.0
667,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8NY21203,8.0
668,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8NY21245,8.0
669,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8NY22151,8.0
670,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8NY23183,8.0
671,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8NY24090,8.0
672,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8NY25105,8.0
673,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8OH01043,8.0
674,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8OH05036,8.0
675,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8OH11141,8.0
676,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8OH16108,8.0
677,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8OK05109,8.0
678,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8OR05107,8.0
679,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8PA02110,8.0
680,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8PA04116,8.0
681,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8PA06087,8.0
682,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8PA07200,8.0
683,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8PA15229,8.0
684,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8PA18181,8.0
685,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8SC05158,8.0
686,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8TN02119,8.0
687,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8TN02176,8.0
688,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8TX02166,8.0
689,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8TX03123,8.0
690,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8TX06233,8.0
691,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8TX07140,8.0
692,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8TX10110,8.0
693,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8TX16109,8.0
694,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8TX21307,8.0
695,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8TX21331,8.0
696,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8TX22313,8.0
697,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8TX23121,8.0
698,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8TX25159,8.0
699,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8TX29052,8.0
700,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8TX29110,8.0
701,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8TX32098,8.0
702,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8VA02111,8.0
703,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8VA07094,8.0
704,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8VA10106,8.0
705,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8VA11062,8.0
706,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8WA01077,8.0
707,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8WA03198,8.0
708,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8WA08189,8.0
709,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8WI02121,8.0
710,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H8WI04069,8.0
711,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,P80000722,8.0
712,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,P80001571,8.0
713,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,S0AK00196,8.0
714,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,S0AZ00350,8.0
715,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,S0CO00575,8.0
716,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,S0DE00092,8.0
717,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,S0DE00191,8.0
718,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,S0GA00526,8.0
719,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,S0GA00559,8.0
720,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,S0GA00567,8.0
721,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,S0IA00176,8.0
722,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,S0IL00543,8.0
723,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,S0KS00323,8.0
724,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,S0MA00232,8.0
725,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,S0ME00111,8.0
726,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,S0MN00328,8.0
727,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,S0MT00173,8.0
728,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,S0NC00202,8.0
729,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,S0NH00219,8.0
730,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,S0NH00334,8.0
731,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,S0NJ00217,8.0
732,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,S0NM00058,8.0
733,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,S0NM00124,8.0
734,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,S0RI00067,8.0
735,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,S0SC00149,8.0
736,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,S0SC00289,8.0
737,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,S0TX00233,8.0
738,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,S0VA00146,8.0
739,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,S2TX00106,8.0
740,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,S4AK00214,8.0
741,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,S4CO00395,8.0
742,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,S4GA11285,8.0
743,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,S4IA00129,8.0
744,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,S4MA00028,8.0
745,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,S4MI00355,8.0
746,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,S4NC00162,8.0
747,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,S4NJ00185,8.0
748,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,S4OR00156,8.0
749,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,S6IL00151,8.0
750,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,S6ME00159,8.0
751,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,S6RI00163,8.0
752,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,S6VA00093,8.0
753,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,S8AZ00221,8.0
754,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,S8GA00180,8.0
755,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,S8MI00372,8.0
756,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,S8MN00578,8.0
757,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,S8MS00261,8.0
758,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,S8MS00287,8.0
759,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,S8OR00207,8.0
760,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0SC01378,8.0
761,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0RI01073,8.0
762,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0PA17115,8.0
763,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0PA16034,8.0
764,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0PA10110,8.0
765,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0PA07132,8.0
766,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0PA06167,8.0
767,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0PA05094,8.0
768,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0PA04279,8.0
769,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0PA03347,8.0
770,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0PA03271,8.0
771,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0PA01325,8.0
772,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0OR05104,8.0
773,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0OR04107,8.0
774,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0OR03174,8.0
775,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0OR01194,8.0
776,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0OK05205,8.0
777,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0OH14084,8.0
778,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0OH11098,8.0
779,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0OH10116,8.0
780,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0OH05074,8.0
781,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0OH04093,8.0
782,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0OH03111,8.0
783,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0OH01099,8.0
784,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0NY29054,8.0
785,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0NY26084,8.0
786,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0NY25094,8.0
787,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0NY20111,8.0
788,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0NY19204,8.0
789,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0NY18172,8.0
790,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0NY17315,8.0
791,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0NY17174,8.0
792,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0NY16143,8.0
793,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0NY15327,8.0
794,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0NY15160,8.0
795,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0NY14296,8.0
796,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0NY13165,8.0
797,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0NY12209,8.0
798,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0NY11078,8.0
799,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0NY09122,8.0
800,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0NY08108,8.0
801,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0NY07118,8.0
802,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0NY06086,8.0
803,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0NY04156,8.0
804,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0NY02192,8.0
805,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0NY01186,8.0
806,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0NV04015,8.0
807,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0NV03132,8.0
808,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0NM03201,8.0
809,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0NM03102,8.0
810,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0NM01189,8.0
811,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0NJ12204,8.0
812,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0NJ10232,8.0
813,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0NJ09200,8.0
814,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0NJ08152,8.0
815,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0NJ07261,8.0
816,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0NJ06255,8.0
817,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0NJ05174,8.0
818,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0NJ04151,8.0
819,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0NJ02171,8.0
820,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0NJ02155,8.0
821,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0NH02181,8.0
822,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0NH01282,8.0
823,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0NC11233,8.0
824,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0NC11175,8.0
825,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0NC09286,8.0
826,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0NC09187,8.0
827,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0NC08254,8.0
828,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0NC06241,8.0
829,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0NC04220,8.0
830,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0NC03149,8.0
831,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0NC02158,8.0
832,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0NC02125,8.0
833,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0MS04120,8.0
834,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0MS02082,8.0
835,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0MO05208,8.0
836,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0MO02254,8.0
837,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0MN08156,8.0
838,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0MN05178,8.0
839,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0MN04049,8.0
840,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0MN03124,8.0
841,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0MN02134,8.0
842,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0MN01045,8.0
843,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0MI14255,8.0
844,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0MI13471,8.0
845,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0MI09180,8.0
846,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0MI08141,8.0
847,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0MI07150,8.0
848,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0MI06152,8.0
849,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0MI05162,8.0
850,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0MI03316,8.0
851,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0MI03308,8.0
852,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0ME02083,8.0
853,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0ME01119,8.0
854,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0MD08203,8.0
855,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0MD05225,8.0
856,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0MA06148,8.0
857,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0MA05132,8.0
858,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0MA04259,8.0
859,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0MA04184,8.0
860,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0LA02259,8.0
861,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0KS03236,8.0
862,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0KS02196,8.0
863,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0KS02188,8.0
864,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0IN05326,8.0
865,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0IN05219,8.0
866,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0IL17083,8.0
867,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0IL16184,8.0
868,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0IL11110,8.0
869,C00489799,PLANNED PARENTHOOD VOTES,ANALYTICS NINJA,H0IL11052,8.0
